product_id;product_name;product_SKU;product_status;product_type;delivery_time
"19453";"Apple MacBook Pro 13,3 i5 / 16GB / 256GB SSD / Gwiezdna Szarość (Space Gray) - klawiatura SK";"MXK32SL/A/R1";"";;"Wysyłka dzisiaj"
"19454";"Apple MacBook Pro 13,3 i5 / 8GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/D1";"";;"Wysyłka dzisiaj"
"19455";"Apple MacBook Pro 13,3 i5 / 8GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/D2";"";;"Wysyłka dzisiaj"
"19456";"Apple MacBook Pro 13,3 i5 / 8GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/D3";"";;"Wysyłka dzisiaj"
"19458";"Apple MacBook Pro 13,3 i7 / 8GB / 256GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1";"";;"Wysyłka dzisiaj"
"19460";"Apple MacBook Pro 13,3 i7 / 8GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/D1";"";;"Wysyłka dzisiaj"
"19461";"Apple MacBook Pro 13,3 i7 / 8GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/D2";"";;"Wysyłka dzisiaj"
"19462";"Apple MacBook Pro 13,3 i7 / 8GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/D3";"";;"Wysyłka dzisiaj"
"19463";"Apple MacBook Pro 13,3 i7 / 16GB / 256GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/R1";"Na zamówienie";;"Wysyłka w 14-30 dni"
"19464";"Apple MacBook Pro 13,3 i7 / 16GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/R1/D1";"";;"Wysyłka dzisiaj"
"19465";"Apple MacBook Pro 13,3 i7 / 16GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/R1/D2";"";;"Wysyłka dzisiaj"
"19466";"Apple MacBook Pro 13,3 i7 / 16GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/P1/R1/D3";"";;"Wysyłka dzisiaj"
"19467";"Apple MacBook Pro 13,3 i5 / 16GB / 256GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/R1";"Na zamówienie";;"Wysyłka w 14-30 dni"
"19468";"Apple MacBook Pro 13,3 i5 / 16GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/R1/D1";"";;"Wysyłka dzisiaj"
"19469";"Apple MacBook Pro 13,3 i5 / 16GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/R1/D2";"";;"Wysyłka dzisiaj"
"19470";"Apple MacBook Pro 13,3 i5 / 16GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK32ZE/A/R1/D3";"";;"Wysyłka dzisiaj"
"19471";"Apple MacBook Pro 13,3 i5 / 16GB / 256GB SSD / Gwiezdna Szarość (Space Gray) - klawiatura US";"MXK32ZE/A/R1/US";"Na zamówienie";;"Wysyłka w 14-30 dni"
"19472";"Apple MacBook Pro 13,3 i5 / 8GB / 256GB SSD / Gwiezdna Szarość (Space Gray) - klawiatura US";"MXK32ZE/A/US";"";;"Wysyłka dzisiaj"
"19473";"Apple MacBook Pro 13,3 i5 / 8GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A";"";;"Wysyłka dzisiaj"
"19474";"Apple MacBook Pro 13,3 i5 / 8GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/D1";"";;"Wysyłka dzisiaj"
"19475";"Apple MacBook Pro 13,3 i5 / 8GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/D2";"";;"Wysyłka dzisiaj"
"19476";"Apple MacBook Pro 13,3 i7 / 8GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1";"";;"Wysyłka dzisiaj"
"19477";"Apple MacBook Pro 13,3 i7 / 8GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1/D1";"";;"Wysyłka dzisiaj"
"19478";"Apple MacBook Pro 13,3 i7 / 8GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1/D2";"";;"Wysyłka dzisiaj"
"19479";"Apple MacBook Pro 13,3 i7 / 16GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1/R1";"";;"Wysyłka dzisiaj"
"19480";"Apple MacBook Pro 13,3 i7 / 16GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1/R1/D1";"";;"Wysyłka dzisiaj"
"19481";"Apple MacBook Pro 13,3 i7 / 16GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/P1/R1/D2";"";;"Wysyłka dzisiaj"
"19482";"Apple MacBook Pro 13,3 i5 / 16GB / 512GB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/R1";"";;"Wysyłka dzisiaj"
"19483";"Apple MacBook Pro 13,3 i5 / 16GB / 1TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/R1/D1";"";;"Wysyłka dzisiaj"
"19484";"Apple MacBook Pro 13,3 i5 / 16GB / 2TB SSD / Gwiezdna Szarość (Space Gray)";"MXK52ZE/A/R1/D2";"";;"Wysyłka dzisiaj"
"19485";"Apple MacBook Pro 13,3 i5 / 8GB / 256GB SSD / Srebrny (Silver)";"MXK62ZE/A";"";;"Wysyłka dzisiaj"
"19486";"Apple MacBook Pro 13,3 i5 / 8GB / 512GB SSD / Srebrny (Silver)";"MXK62ZE/A/D1";"";;"Wysyłka dzisiaj"
"19487";"Apple MacBook Pro 13,3 i5 / 8GB / 1TB SSD / Srebrny (Silver)";"MXK62ZE/A/D2";"";;"Wysyłka dzisiaj"
"19488";"Apple MacBook Pro 13,3 i5 / 8GB / 2TB SSD / Srebrny (Silver)";"MXK62ZE/A/D3";"";;"Wysyłka dzisiaj"
"19489";"Apple MacBook Pro 13,3 i7 / 8GB / 256GB SSD / Srebrny (Silver)";"MXK62ZE/A/P1";"";;"Wysyłka dzisiaj"
"19490";"Apple MacBook Pro 13,3 i7 / 8GB / 512GB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/D1";"";;"Wysyłka dzisiaj"
"19491";"Apple MacBook Pro 13,3 i7 / 8GB / 1TB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/D2";"";;"Wysyłka dzisiaj"
"19492";"Apple MacBook Pro 13,3 i7 / 8GB / 2TB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/D3";"";;"Wysyłka dzisiaj"
"19493";"Apple MacBook Pro 13,3 i7 / 16GB / 256GB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/R1";"";;"Wysyłka dzisiaj"
"19494";"Apple MacBook Pro 13,3 i7 / 16GB / 512GB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/R1/D1";"";;"Wysyłka dzisiaj"
"19495";"Apple MacBook Pro 13,3 i7 / 16GB / 1TB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/R1/D2";"";;"Wysyłka dzisiaj"
"19496";"Apple MacBook Pro 13,3 i7 / 16GB / 2TB SSD / Srebrny (Silver)";"MXK62ZE/A/P1/R1/D3";"";;"Wysyłka dzisiaj"
"19497";"Apple MacBook Pro 13,3 i5 / 16GB / 256GB SSD / Srebrny (Silver)";"MXK62ZE/A/R1";"Na zamówienie";;"Wysyłka w 14-30 dni"
"19498";"Apple MacBook Pro 13,3 i5 / 16GB / 512GB SSD / Srebrny (Silver)";"MXK62ZE/A/R1/D1";"";;"Wysyłka dzisiaj"
"19499";"Apple MacBook Pro 13,3 i5 / 16GB / 1TB SSD / Srebrny (Silver)";"MXK62ZE/A/R1/D2";"";;"Wysyłka dzisiaj"
"19500";"Apple MacBook Pro 13,3 i5 / 16GB / 2TB SSD / Srebrny (Silver)";"MXK62ZE/A/R1/D3";"";;"Wysyłka dzisiaj"
"19501";"Apple MacBook Pro 13,3 i5 / 8GB / 512GB SSD / Srebrny (Silver)";"MXK72ZE/A";"";;"Wysyłka dzisiaj"
"19502";"Apple MacBook Pro 13,3 i5 / 8GB / 1TB SSD / Srebrny (Silver)";"MXK72ZE/A/D1";"";;"Wysyłka dzisiaj"
"19503";"Apple MacBook Pro 13,3 i5 / 8GB / 2TB SSD / Srebrny (Silver)";"MXK72ZE/A/D2";"";;"Wysyłka dzisiaj"
"19504";"Apple MacBook Pro 13,3 i7 / 8GB / 512GB SSD / Srebrny (Silver)";"MXK72ZE/A/P1";"";;"Wysyłka dzisiaj"
"19505";"Apple MacBook Pro 13,3 i7 / 8GB / 1TB SSD / Srebrny (Silver)";"MXK72ZE/A/P1/D1";"";;"Wysyłka dzisiaj"
"19506";"Apple MacBook Pro 13,3 i7 / 8GB / 2TB SSD / Srebrny (Silver)";"MXK72ZE/A/P1/D2";"";;"Wysyłka dzisiaj"
"19507";"Apple MacBook Pro 13,3 i7 / 16GB / 512GB SSD / Srebrny (Silver)";"MXK72ZE/A/P1/R1";"";;"Wysyłka dzisiaj"
"19508";"Apple MacBook Pro 13,3 i7 / 16GB / 1TB SSD / Srebrny (Silver)";"MXK72ZE/A/P1/R1/D1";"";;"Wysyłka dzisiaj"
"19509";"Apple MacBook Pro 13,3 i7 / 16GB / 2TB SSD / Srebrny (Silver)";"MXK72ZE/A/P1/R1/D2";"";;"Wysyłka dzisiaj"
"19510";"Apple MacBook Pro 13,3 i5 / 16GB / 512GB SSD / Srebrny (Silver)";"MXK72ZE/A/R1";"";;"Wysyłka dzisiaj"
"19511";"Apple MacBook Pro 13,3 i5 / 16GB / 1TB SSD / Srebrny (Silver)";"MXK72ZE/A/R1/D1";"";;"Wysyłka dzisiaj"
"19512";"Apple MacBook Pro 13,3 i5 / 16GB / 2TB SSD / Srebrny (Silver)";"MXK72ZE/A/R1/D2";"";;"Wysyłka dzisiaj"
"19513";"Przypadkowe uszkodzenie MacBook 12 MC 12MC";"PUMB12MC";"Na zamówienie";"Lantre Care";"Wysyłka w 14-30 dni"
"19514";"Apple iMac 27"" Retina 5K i5 3.10GHz / 8GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/E";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19515";"Apple iMac 27"" Retina 5K i5 3.10GHz / 16GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/E/R1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19516";"Apple iMac 27"" Retina 5K i5 3.10GHz / 32GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/E/R2";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19517";"Apple iMac 27"" Retina 5K i5 3.10GHz / 64GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/E/R3";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19518";"Apple iMac 27"" Retina 5K i5 3.10GHz / 128GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/E/R4";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19519";"Apple iMac 27"" Retina 5K i5 3.10GHz / 16GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/R1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19520";"Apple iMac 27"" Retina 5K i5 3.10GHz / 32GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/R2";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19521";"Apple iMac 27"" Retina 5K i5 3.10GHz / 64GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/R3";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19522";"Apple iMac 27"" Retina 5K i5 3.10GHz / 128GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/R4";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19523";"Apple iMac 27"" Retina 5K i5 3.10GHz / 8GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19524";"Apple iMac 27"" Retina 5K i5 3.10GHz / 8GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/E";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19525";"Apple iMac 27"" Retina 5K i5 3.10GHz / 16GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/E/R1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19526";"Apple iMac 27"" Retina 5K i5 3.10GHz / 32GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/E/R2";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19527";"Apple iMac 27"" Retina 5K i5 3.10GHz / 64GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/E/R3";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19528";"Apple iMac 27"" Retina 5K i5 3.10GHz / 128GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/E/R4";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19529";"Apple iMac 27"" Retina 5K i5 3.10GHz / 16GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/R1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19530";"Apple iMac 27"" Retina 5K i5 3.10GHz / 32GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/R2";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19531";"Apple iMac 27"" Retina 5K i5 3.10GHz / 64GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/R3";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19532";"Apple iMac 27"" Retina 5K i5 3.10GHz / 128GB / 256GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWT/S/R4";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19533";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19534";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/E";"";"iMac 27 Retina 5K";""
"19535";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/E/R1";"";"iMac 27 Retina 5K";""
"19536";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/E/R2";"";"iMac 27 Retina 5K";""
"19537";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/E/R3";"";"iMac 27 Retina 5K";""
"19538";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/E/R4";"";"iMac 27 Retina 5K";""
"19539";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/R1";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19540";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/R2";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19541";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/R3";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19542";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/R4";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19544";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S";"";"iMac 27 Retina 5K";""
"19546";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/E";"";"iMac 27 Retina 5K";""
"19548";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/E/R1";"";"iMac 27 Retina 5K";""
"19550";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/E/R2";"";"iMac 27 Retina 5K";""
"19551";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/E/R3";"";"iMac 27 Retina 5K";""
"19553";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/E/R4";"";"iMac 27 Retina 5K";""
"19554";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/R1";"";"iMac 27 Retina 5K";""
"19556";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/R2";"";"iMac 27 Retina 5K";""
"19558";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/R3";"";"iMac 27 Retina 5K";""
"19560";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D1/S/R4";"";"iMac 27 Retina 5K";""
"19562";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2";"";"iMac 27 Retina 5K";""
"19564";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/E";"";"iMac 27 Retina 5K";""
"19565";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/E/R1";"";"iMac 27 Retina 5K";""
"19567";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/E/R2";"";"iMac 27 Retina 5K";""
"19568";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/E/R3";"";"iMac 27 Retina 5K";""
"19570";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/E/R4";"";"iMac 27 Retina 5K";""
"19571";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/R1";"";"iMac 27 Retina 5K";""
"19573";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/R2";"";"iMac 27 Retina 5K";""
"19575";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/R3";"";"iMac 27 Retina 5K";""
"19576";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/R4";"";"iMac 27 Retina 5K";""
"19578";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S";"";"iMac 27 Retina 5K";""
"19580";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/E";"";"iMac 27 Retina 5K";""
"19581";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/E/R1";"";"iMac 27 Retina 5K";""
"19583";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/E/R2";"";"iMac 27 Retina 5K";""
"19585";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/E/R3";"";"iMac 27 Retina 5K";""
"19587";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/E/R4";"";"iMac 27 Retina 5K";""
"19589";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/R1";"";"iMac 27 Retina 5K";""
"19591";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/R2";"";"iMac 27 Retina 5K";""
"19593";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/R3";"";"iMac 27 Retina 5K";""
"19595";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/D2/S/R4";"";"iMac 27 Retina 5K";""
"19597";"Apple iMac 27"" Retina 5K i5 3.30GHz / 8GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/E";"Na zamówienie";"iMac 27 Retina 5K";"Wysyłka w 14-30 dni"
"19598";"Apple iMac 27"" Retina 5K i5 3.30GHz / 16GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/E/R1";"";"iMac 27 Retina 5K";""
"19600";"Apple iMac 27"" Retina 5K i5 3.30GHz / 32GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/E/R2";"";"iMac 27 Retina 5K";""
"19602";"Apple iMac 27"" Retina 5K i5 3.30GHz / 64GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/E/R3";"";"iMac 27 Retina 5K";""
"19603";"Apple iMac 27"" Retina 5K i5 3.30GHz / 128GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/E/R4";"";"iMac 27 Retina 5K";""
"19605";"Apple iMac 27"" Retina 5K i9 3.60GHz / 8GB / 512GB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1";"";"iMac 27 Retina 5K";""
"19607";"Apple iMac 27"" Retina 5K i9 3.60GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1";"";"iMac 27 Retina 5K";""
"19609";"Apple iMac 27"" Retina 5K i9 3.60GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/R1";"";"iMac 27 Retina 5K";""
"19611";"Apple iMac 27"" Retina 5K i9 3.60GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/R2";"";"iMac 27 Retina 5K";""
"19613";"Apple iMac 27"" Retina 5K i9 3.60GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/R3";"";"iMac 27 Retina 5K";""
"19615";"Apple iMac 27"" Retina 5K i9 3.60GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/R4";"";"iMac 27 Retina 5K";""
"19617";"Apple iMac 27"" Retina 5K i9 3.60GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S";"";"iMac 27 Retina 5K";""
"19619";"Apple iMac 27"" Retina 5K i9 3.60GHz / 8GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/E";"";"iMac 27 Retina 5K";""
"19621";"Apple iMac 27"" Retina 5K i9 3.60GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/E/R1";"";"iMac 27 Retina 5K";""
"19623";"Apple iMac 27"" Retina 5K i9 3.60GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/E/R2";"";"iMac 27 Retina 5K";""
"19625";"Apple iMac 27"" Retina 5K i9 3.60GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/E/R3";"";"iMac 27 Retina 5K";""
"19627";"Apple iMac 27"" Retina 5K i9 3.60GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/E/R4";"";"iMac 27 Retina 5K";""
"19629";"Apple iMac 27"" Retina 5K i9 3.60GHz / 16GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/R1";"";"iMac 27 Retina 5K";""
"19631";"Apple iMac 27"" Retina 5K i9 3.60GHz / 32GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/R2";"";"iMac 27 Retina 5K";""
"19632";"Apple iMac 27"" Retina 5K i9 3.60GHz / 64GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/R3";"";"iMac 27 Retina 5K";""
"19634";"Apple iMac 27"" Retina 5K i9 3.60GHz / 128GB / 1TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D1/S/R4";"";"iMac 27 Retina 5K";""
"19636";"Apple iMac 27"" Retina 5K i9 3.60GHz / 8GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D2";"";"iMac 27 Retina 5K";""
"19637";"Apple iMac 27"" Retina 5K i9 3.60GHz / 16GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D2/R1";"";"iMac 27 Retina 5K";""
"19639";"Apple iMac 27"" Retina 5K i9 3.60GHz / 32GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D2/R2";"";"iMac 27 Retina 5K";""
"19641";"Apple iMac 27"" Retina 5K i9 3.60GHz / 64GB / 2TB SSD / Radeon Pro 5300 / Srebrny (Silver)";"MXWU/P1/D2/R3";"";"iMac 27 Retina 5K";""
